1	0.00125
2	0.0025
3	0.00375
4	0.00375
5	0.005
6	0.005
7	0.00625
8	0.0075
9	0.00875
10	0.01
11	0.01125
12	0.0125
13	0.01375
14	0.015
15	0.01625
16	0.01625
17	0.0175
18	0.01875
19	0.01625
20	0.0175
21	0.01875
22	0.02
23	0.02
24	0.02125
25	0.0225
26	0.02375
27	0.025
28	0.025
29	0.025
30	0.02625
31	0.02625
32	0.02625
33	0.02625
34	0.0275
35	0.02875
36	0.028125
37	0.028125
38	0.029375
39	0.030625
40	0.030625
41	0.031875
42	0.033125
43	0.034375
44	0.035625
45	0.036875
46	0.036875
47	0.038125
48	0.039375
49	0.040625
50	0.041875
51	0.041875
52	0.043125
53	0.043125
54	0.044375
55	0.045625
56	0.046875
57	0.048125
58	0.049375
59	0.050625
60	0.050625
61	0.051875
62	0.051875
63	0.053125
64	0.054375
65	0.055625
66	0.055625
67	0.055625
68	0.056875
69	0.058125
70	0.058125
71	0.059375
72	0.060625
73	0.061875
74	0.061875
75	0.063125
76	0.063125
77	0.06375
78	0.055
79	0.050625
80	0.050625
81	0.050625
82	0.051875
83	0.051875
84	0.053125
85	0.054375
86	0.054375
87	0.055625
88	0.056875
89	0.058125
90	0.058125
91	0.06375
92	0.065
93	0.06625
94	0.0675
95	0.06875
96	0.06875
97	0.06875
98	0.07
99	0.07125
100	0.066875
101	0.068125
102	0.068125
103	0.069375
104	0.070625
105	0.071875
106	0.073125
107	0.074375
108	0.075625
109	0.076875
110	0.078125
111	0.079375
112	0.080625
113	0.081875
114	0.083125
115	0.084375
116	0.085625
117	0.085625
118	0.086875
119	0.088125
120	0.089375
121	0.090625
122	0.091875
123	0.093125
124	0.094375
125	0.094375
126	0.095625
127	0.095625
128	0.096875
129	0.096875
130	0.098125
131	0.099375
132	0.099375
133	0.100625
134	0.101875
135	0.103125
136	0.104375
137	0.105625
138	0.105625
139	0.106875
140	0.108125
141	0.109375
142	0.110625
143	0.111875
144	0.1325
145	0.13375
146	0.135
147	0.13625
148	0.1375
149	0.13875
150	0.14
151	0.14125
152	0.1425
153	0.14375
154	0.145
155	0.14625
156	0.14625
157	0.1475
158	0.1475
159	0.143125
160	0.144375
161	0.145625
162	0.146875
163	0.148125
164	0.149375
165	0.150625
166	0.151875
167	0.16625
168	0.1675
169	0.166875
170	0.168125
171	0.169375
172	0.170625
173	0.171875
174	0.173125
175	0.174375
176	0.175625
177	0.176875
178	0.176875
179	0.176875
180	0.176875
181	0.176875
182	0.178125
183	0.179375
184	0.180625
185	0.180625
186	0.181875
187	0.186875
188	0.186875
189	0.188125
190	0.189375
191	0.190625
192	0.191875
193	0.193125
